Testing_Date,Province,Province_Code,District,District_Code,Locality,Locality_Code,Financing,Type,Total_Tests,Positive_Cases
2008-08-13,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,1,0
2019-07-13,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,1,0
2020-02-11,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,2,0
2020-02-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,1,0
2020-02-20,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,1,0
2020-02-25,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,1,0
2020-02-27,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,1,0
2020-02-27,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,4,0
2020-02-28,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,10,0
2020-03-02,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,5,0
2020-03-03,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,8,1
2020-03-04,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,6,0
2020-03-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,7,0
2020-03-06,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,11,7
2020-03-07,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,9,1
2020-03-08,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,1,0
2020-03-08,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,28,3
2020-03-09,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,13,7
2020-03-10,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,1,0
2020-03-10,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,28,2
2020-03-11,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,34,5
2020-03-11,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,1,0
2020-03-12,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,1,0
2020-03-12,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,45,12
2020-03-13,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,86,7
2020-03-14,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,1,0
2020-03-14,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,47,7
2020-03-14,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,1,0
2020-03-15,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,80,11
2020-03-16,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,2,0
2020-03-16,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,1,0
2020-03-16,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,103,12
2020-03-17,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,123,19
2020-03-17,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,1,0
2020-03-17,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,4,1
2020-03-18,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,1,0
2020-03-18,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,199,35
2020-03-18,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,1,0
2020-03-18,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,2,2
2020-03-19,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,4,0
2020-03-19,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,1,0
2020-03-19,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,4,2
2020-03-19,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,2,0
2020-03-19,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,1,1
2020-03-19,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,137,25
2020-03-20,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,4,2
2020-03-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,4,0
2020-03-20,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,207,29
2020-03-20,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,1,0
2020-03-20,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,1,1
2020-03-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Municipal,1,1
2020-03-20,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,3,0
2020-03-20,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,3,0
2020-03-20,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,7,1
2020-03-21,Córdoba,14,San Justo,140,SAN FRANCISCO,360,Public,Provincial,1,1
2020-03-21,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,1,0
2020-03-21,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,7,2
2020-03-21,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,6,1
2020-03-21,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,275,69
2020-03-21,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,1,0
2020-03-21,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,2,0
2020-03-21,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,1,0
2020-03-21,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,1,1
2020-03-21,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,3,0
2020-03-21,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,24,3
2020-03-21,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,1,0
2020-03-22,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,3,2
2020-03-22,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,10,2
2020-03-22,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,166,45
2020-03-22,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,1,1
2020-03-22,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,3,2
2020-03-22,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,9,2
2020-03-22,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,22,5
2020-03-22,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,30,12
2020-03-22,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,1,0
2020-03-22,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,1,0
2020-03-23,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,4,2
2020-03-23,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,3,0
2020-03-23,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,134,16
2020-03-23,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,38,2
2020-03-23,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,22,3
2020-03-23,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,12,0
2020-03-23,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,1,1
2020-03-23,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,6,3
2020-03-23,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,19,2
2020-03-23,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,4,3
2020-03-23,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,1,0
2020-03-23,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,23,8
2020-03-23,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,14,1
2020-03-23,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,4,1
2020-03-24,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,6,3
2020-03-24,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,5,0
2020-03-24,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,40,6
2020-03-24,Buenos Aires,6,Pilar,638,PILAR,40,Public,Municipal,1,0
2020-03-24,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,286,94
2020-03-24,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,7,2
2020-03-24,CABA,2,COMUNA 09,9,LINIERS,10,Public,Municipal,1,0
2020-03-24,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,44,18
2020-03-24,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,17,1
2020-03-24,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,31,5
2020-03-24,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,6,2
2020-03-24,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,1,0
2020-03-25,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Private,Private,3,1
2020-03-25,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,258,101
2020-03-25,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,26,3
2020-03-25,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,10,4
2020-03-25,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,23,8
2020-03-25,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,3,1
2020-03-25,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,26,10
2020-03-25,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,4,1
2020-03-25,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,40,4
2020-03-25,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,1,0
2020-03-25,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,7,1
2020-03-25,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,96,15
2020-03-25,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,2,0
2020-03-25,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,44,4
2020-03-25,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,3,1
2020-03-25,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,1,1
2020-03-25,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,1,0
2020-03-26,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,10,3
2020-03-26,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,5,0
2020-03-26,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,2,0
2020-03-26,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,4,1
2020-03-26,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,71,7
2020-03-26,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,1,0
2020-03-26,Córdoba,14,General San Martín,42,VILLA MARIA,170,Public,Provincial,2,0
2020-03-26,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,2,2
2020-03-26,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,1,0
2020-03-26,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,47,2
2020-03-26,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Municipal,3,0
2020-03-26,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,17,5
2020-03-26,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,329,122
2020-03-26,Córdoba,14,Calamuchita,7,SANTA ROSA DE CALAMUCHITA (SANTA ROSA DE CALAMUCHITA),210,Public,Provincial,1,0
2020-03-26,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,1,0
2020-03-26,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,8,3
2020-03-26,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,32,0
2020-03-26,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,33,4
2020-03-26,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,1,1
2020-03-26,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,9,5
2020-03-26,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,6,1
2020-03-26,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,1,0
2020-03-27,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,4,3
2020-03-27,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,5,5
2020-03-27,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,3,0
2020-03-27,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,16,8
2020-03-27,CABA,2,COMUNA 09,9,MATADEROS,10,Private,Social Security,1,1
2020-03-27,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,9,4
2020-03-27,San Luis,74,General Pedernera,35,VILLA MERCEDES,70,Public,Provincial,2,0
2020-03-27,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,2,2
2020-03-27,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,10,4
2020-03-27,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,24,3
2020-03-27,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,2,0
2020-03-27,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,5,0
2020-03-27,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,4,3
2020-03-27,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,73,10
2020-03-27,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,5,3
2020-03-27,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,13,0
2020-03-27,Corrientes,18,Capital City,21,CORRIENTES,20,Private,Private,2,2
2020-03-27,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,18,4
2020-03-27,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,2,1
2020-03-27,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,5,4
2020-03-27,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,1,1
2020-03-27,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,3,0
2020-03-27,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,245,64
2020-03-27,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,1,0
2020-03-28,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,3,2
2020-03-28,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,4,2
2020-03-28,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,2,0
2020-03-28,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,25,6
2020-03-28,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,3,0
2020-03-28,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,4,0
2020-03-28,Río Negro,62,General Roca,42,GENERAL ROCA,450,Public,Provincial,1,0
2020-03-28,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,1,1
2020-03-28,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,5,1
2020-03-28,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Private,Private,2,2
2020-03-28,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,104,15
2020-03-28,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,7,0
2020-03-28,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,11,4
2020-03-28,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,3,0
2020-03-28,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,11,4
2020-03-28,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,1,0
2020-03-28,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,11,4
2020-03-28,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,15,2
2020-03-28,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,1,1
2020-03-28,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,9,2
2020-03-28,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,37,2
2020-03-28,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,220,42
2020-03-28,Tierra del Fuego,94,Río Grande,7,RIO GRANDE,10,Public,Provincial,2,0
2020-03-29,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,333,66
2020-03-29,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,18,3
2020-03-29,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,1,0
2020-03-29,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,3,0
2020-03-29,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,122,3
2020-03-29,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,83,13
2020-03-29,Buenos Aires,6,Coronel de Marina L. Rosales,182,PUNTA ALTA,30,Public,Municipal,1,0
2020-03-29,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,1,0
2020-03-29,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,3,3
2020-03-29,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,14,1
2020-03-29,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,9,5
2020-03-29,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,8,1
2020-03-29,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,1,0
2020-03-29,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,5,4
2020-03-29,Córdoba,14,Río Cuarto,98,RIO CUARTO,230,Private,Private,1,1
2020-03-29,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,98,25
2020-03-29,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,1,1
2020-03-29,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,2,0
2020-03-29,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,1,0
2020-03-29,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,13,5
2020-03-30,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,5,1
2020-03-30,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,8,2
2020-03-30,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,16,8
2020-03-30,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,12,4
2020-03-30,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,6,0
2020-03-30,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,18,0
2020-03-30,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,24,4
2020-03-30,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,12,3
2020-03-30,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,2,0
2020-03-30,Córdoba,14,Unión,182,BELL VILLE,60,Public,Provincial,1,1
2020-03-30,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,260,48
2020-03-30,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,27,8
2020-03-30,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,2,1
2020-03-30,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,1,1
2020-03-30,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,78,10
2020-03-30,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,6,3
2020-03-30,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,9,6
2020-03-30,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,25,3
2020-03-30,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,5,1
2020-03-30,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,2,0
2020-03-30,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,19,0
2020-03-30,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,6,2
2020-03-30,Chaco,22,Comandante Fernández,21,PRESIDENCIA ROQUE SAENZ PENA,10,Public,Provincial,3,0
2020-03-30,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,1,0
2020-03-30,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,8,0
2020-03-30,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,6,0
2020-03-30,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,5,3
2020-03-30,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,8,4
2020-03-30,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,71,6
2020-03-30,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,11,3
2020-03-30,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,2,0
2020-03-31,Tierra del Fuego,94,Río Grande,7,RIO GRANDE,10,Public,Provincial,1,1
2020-03-31,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,4,0
2020-03-31,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,40,11
2020-03-31,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,18,5
2020-03-31,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,3,1
2020-03-31,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,6,2
2020-03-31,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,1,0
2020-03-31,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,30,6
2020-03-31,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,1,1
2020-03-31,Salta,66,Capital City,28,SALTA,50,Public,Provincial,1,0
2020-03-31,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,2,0
2020-03-31,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,14,10
2020-03-31,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,4,0
2020-03-31,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,8,1
2020-03-31,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,40,9
2020-03-31,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,25,6
2020-03-31,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,5,1
2020-03-31,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,6,0
2020-03-31,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,33,0
2020-03-31,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,63,6
2020-03-31,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,12,6
2020-03-31,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,6,0
2020-03-31,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,2,0
2020-03-31,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,3,2
2020-03-31,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,9,4
2020-03-31,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,9,3
2020-03-31,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,27,1
2020-03-31,San Luis,74,General Pedernera,35,VILLA MERCEDES,70,Public,Provincial,1,1
2020-03-31,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Private,Private,1,1
2020-03-31,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,2,2
2020-03-31,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,4,0
2020-03-31,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,233,24
2020-03-31,La Pampa,42,Capital City,21,SANTA ROSA,20,Public,Provincial,1,0
2020-03-31,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,41,7
2020-03-31,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,12,0
2020-03-31,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Municipal,1,0
2020-03-31,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,1,0
2020-04-01,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,18,1
2020-04-01,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,41,5
2020-04-01,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,36,3
2020-04-01,La Pampa,42,Capital City,21,SANTA ROSA,20,Public,Provincial,1,0
2020-04-01,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,13,3
2020-04-01,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,2,0
2020-04-01,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,371,57
2020-04-01,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,39,5
2020-04-01,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,27,6
2020-04-01,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,10,2
2020-04-01,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,2,0
2020-04-01,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,38,11
2020-04-01,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,1,0
2020-04-01,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,26,6
2020-04-01,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Public University,6,2
2020-04-01,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,51,8
2020-04-01,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,1,0
2020-04-01,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,6,0
2020-04-01,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,6,1
2020-04-01,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,2,0
2020-04-01,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,22,3
2020-04-01,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,24,2
2020-04-01,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,10,1
2020-04-01,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,1,0
2020-04-01,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,20,1
