Testing_Date,Province,Province_Code,District,District_Code,Locality,Locality_Code,Financing,Type,Total_Tests,Positive_Cases
2020-08-04,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,National,21,12
2020-08-04,CABA,2,COMUNA 11,11,VILLA DEL PARQUE,10,Private,Private,25,14
2020-08-04,Buenos Aires,6,La Matanza,427,GREGORIO DE LAFERRERE,10,Public,Municipal,8,3
2020-08-04,CABA,2,COMUNA 12,12,COGHLAN,10,Public,Municipal,2,2
2020-08-04,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,378,54
2020-08-04,Buenos Aires,6,Pilar,638,ZELAYA,40,Private,Private,1,0
2020-08-04,CABA,2,COMUNA 10,10,MONTE CASTRO,10,Public,Municipal,2,0
2020-08-04,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,97,18
2020-08-04,Mendoza,50,Capital City,7,1A. SECCION,10,Private,Private,48,3
2020-08-04,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Private,Private,24,24
2020-08-04,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,111,58
2020-08-04,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,98,63
2020-08-04,Jujuy,38,San Pedro,63,LA MENDIETA,90,Public,Provincial,1,1
2020-08-04,Buenos Aires,6,Zárate ,882,ZARATE,50,Private,Private,2,2
2020-08-04,Tucumán,90,Cruz Alta,14,BANDA DEL RIO SALI,20,Public,Provincial,1,0
2020-08-04,Buenos Aires,6,Morón,568,MORON,10,Private,Private,5,5
2020-08-04,Buenos Aires,6,Quilmes,658,QUILMES OESTE,10,Private,Private,12,8
2020-08-04,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,87,23
2020-08-04,Buenos Aires,6,San Isidro,756,MARTINEZ,10,Private,Private,21,2
2020-08-04,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,144,53
2020-08-04,Buenos Aires,6,Quilmes,658,BERNAL,10,Public,Municipal,1,0
2020-08-04,Buenos Aires,6,Lanús,434,LANUS OESTE,10,Public,Municipal,1,0
2020-08-04,CABA,2,COMUNA 04,4,NUEVA POMPEYA,10,Public,Armed forces,1,1
2020-08-04,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,33,10
2020-08-04,Buenos Aires,6,La Matanza,427,RAMOS MEJIA,10,Private,Private,70,27
2020-08-04,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,Provincial,23,3
2020-08-04,Buenos Aires,6,Quilmes,658,SAN FRANCISCO SOLANO,10,Public,Municipal,3,0
2020-08-04,Buenos Aires,6,San Antonio de Areco,735,SAN ANTONIO DE ARECO,20,Private,Private,7,1
2020-08-04,Buenos Aires,6,Tigre,805,GENERAL PACHECO,10,Public,Provincial,6,1
2020-08-05,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Public,Provincial,162,148
2020-08-05,CABA,2,COMUNA 09,9,LINIERS,10,Public,Municipal,89,38
2020-08-05,Buenos Aires,6,Tigre,805,TIGRE,10,Public,Municipal,17,7
2020-08-05,Río Negro,62,General Roca,42,CIPOLLETTI,400,Private,Private,25,3
2020-08-05,Buenos Aires,6,Escobar,252,GARIN,10,Public,Municipal,6,5
2020-08-05,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Provincial,68,2
2020-08-05,Buenos Aires,6,Lomas de Zamora,490,TEMPERLEY,10,Public,Provincial,66,43
2020-08-05,Buenos Aires,6,Almirante Brown,28,ADROGUE,10,Private,Private,19,14
2020-08-05,Córdoba,14,Presidente Roque Sáenz Peña,84,LABOULAYE,30,Public,Provincial,1,1
2020-08-05,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,1115,644
2020-08-05,Buenos Aires,6,La Matanza,427,SAN JUSTO,10,Public,National,45,30
2020-08-05,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Provincial,15,10
2020-08-05,Buenos Aires,6,Junín,413,JUNIN,50,Public,Provincial,54,4
2020-08-05,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Public,Municipal,51,13
2020-08-05,Buenos Aires,6,General Alvear,287,GENERAL ALVEAR,10,Public,Municipal,1,0
2020-08-05,CABA,2,COMUNA 12,12,COGHLAN,10,Public,Municipal,1,0
2020-08-05,Salta,66,Rosario de la Frontera,140,ROSARIO DE LA FRONTERA,50,Private,Private,2,0
2020-08-05,Buenos Aires,6,Mercedes,532,MERCEDES,20,Public,Provincial,47,3
2020-08-05,Buenos Aires,6,San Miguel,760,BELLA VISTA,10,Public,Municipal,78,42
2020-08-05,Chaco,22,San Fernando,140,RESISTENCIA,60,Private,Private,25,1
2020-08-05,Córdoba,14,Río Cuarto,98,RIO CUARTO,230,Private,Private,8,0
2020-08-05,Río Negro,62,General Roca,42,CIPOLLETTI,400,Public,Provincial,20,7
2020-08-05,Buenos Aires,6,Esteban Echeverría,260,MONTE GRANDE,10,Public,National,4,1
2020-08-05,Buenos Aires,6,Esteban Echeverría,260,MONTE GRANDE,10,Private,Private,2,2
2020-08-05,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,326,15
2020-08-05,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,79,25
2020-08-05,Buenos Aires,6,Lomas de Zamora,490,LOMAS DE ZAMORA,10,Private,Private,58,30
2020-08-05,Buenos Aires,6,Quilmes,658,VILLA LA FLORIDA,10,Public,Provincial,10,4
2020-08-05,Santa Fe,82,Castellanos,21,RAFAELA,310,Private,Private,9,0
2020-08-05,Buenos Aires,6,Quilmes,658,QUILMES OESTE,10,Private,Private,25,14
2020-08-05,CABA,2,COMUNA 14,14,PALERMO,10,Public,Municipal,58,22
2020-08-05,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,136,42
2020-08-05,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,42,18
2020-08-05,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,78,42
2020-08-05,Chubut,26,Biedma,7,PUERTO MADRYN,20,Private,Private,17,0
2020-08-05,Buenos Aires,6,Moreno,560,PASO DEL REY,10,Public,Provincial,30,29
2020-08-05,Buenos Aires,6,Florencio Varela,274,VILLA VATTEONE,10,Public,Provincial,78,47
2020-08-05,Buenos Aires,6,General San Martín,371,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,10,Public,Municipal,15,11
2020-08-05,Río Negro,62,General Roca,42,CINCO SALTOS,390,Public,Provincial,1,1
2020-08-05,Río Negro,62,25 de Mayo,91,INGENIERO JACOBACCI,50,Public,Provincial,5,3
2020-08-05,Jujuy,38,San Pedro,63,SAN PEDRO,180,Private,Private,1,0
2020-08-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,114,114
2020-08-05,Buenos Aires,6,San Isidro,756,ACASSUSO,10,Public,Municipal,59,56
2020-08-05,Mendoza,50,Maipú,70,MAIPU,60,Private,Private,9,0
2020-08-05,La Rioja,46,Capital City,14,LA RIOJA,10,Private,Private,1,0
2020-08-05,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,1291,659
2020-08-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,846,445
2020-08-05,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,162,51
2020-08-05,Chaco,22,Comandante Fernández,21,PRESIDENCIA ROQUE SAENZ PENA,10,Public,Provincial,79,9
2020-08-05,CABA,2,COMUNA 13,13,COLEGIALES,10,Private,Private,2,1
2020-08-05,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Private,Private,2,0
2020-08-05,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,1129,419
2020-08-05,Santa Cruz,78,Lago Argentino,28,EL CALAFATE,10,Public,National,27,6
2020-08-05,Buenos Aires,6,San Isidro,756,ACASSUSO,10,Private,Private,2,2
2020-08-05,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,102,48
2020-08-05,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Private,Private,10,10
2020-08-05,Buenos Aires,6,Merlo,539,MERLO,10,Private,Private,8,1
2020-08-05,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Private,Social Security,1,0
2020-08-05,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,96,46
2020-08-05,CABA,2,COMUNA 01,1,CONSTITUCION,10,Private,Private,3,0
2020-08-05,Buenos Aires,6,La Plata,441,LA PLATA,30,Private,Private,82,48
2020-08-05,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,1661,847
2020-08-05,Buenos Aires,6,La Matanza,427,ISIDRO CASANOVA,10,Public,Provincial,99,50
2020-08-05,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,178,131
2020-08-05,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,292,162
2020-08-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Private,Private,38,20
2020-08-05,CABA,2,COMUNA 03,3,SAN CRISTOBAL,10,Public,Municipal,1,1
2020-08-05,Buenos Aires,6,Lanús,434,LANUS ESTE,10,Public,Municipal,2,2
2020-08-05,Neuquén,58,Confluencia,35,CUTRAL CO,40,Public,Provincial,1,1
2020-08-05,Buenos Aires,6,Presidente Perón,648,GUERNICA,10,Private,Private,9,9
2020-08-05,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,71,7
2020-08-05,Chubut,26,Escalante,21,COMODORO RIVADAVIA,30,Public,Provincial,21,4
2020-08-05,Chubut,26,Futaleufú,35,ESQUEL,30,Public,Provincial,2,0
2020-08-05,Buenos Aires,6,San Antonio de Areco,735,SAN ANTONIO DE ARECO,20,Private,Private,1,1
2020-08-05,CABA,2,COMUNA 01,1,SAN NICOLAS,10,Private,Private,147,99
2020-08-05,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Social Security,8,3
2020-08-05,Buenos Aires,6,Esteban Echeverría,260,MONTE GRANDE,10,Public,Municipal,141,68
2020-08-05,Tucumán,90,Cruz Alta,14,EL NARANJITO,0,Public,Provincial,1,0
2020-08-05,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,454,252
2020-08-05,Tucumán,90,Cruz Alta,14,LASTENIA,20,Public,Provincial,3,0
2020-08-05,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,25,9
2020-08-05,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,322,42
2020-08-05,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,92,0
2020-08-05,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Private,Private,3,3
2020-08-05,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,61,6
2020-08-05,Buenos Aires,6,La Matanza,427,RAMOS MEJIA,10,Private,Private,79,34
2020-08-05,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Public University,234,129
2020-08-05,Buenos Aires,6,Exaltación de la Cruz,266,CAPILLA DEL SE¥OR,20,Public,Municipal,1,0
2020-08-05,Buenos Aires,6,Escobar,252,MATHEU,10,Public,Municipal,71,21
2020-08-05,CABA,2,COMUNA 06,6,CABALLITO,10,Private,Private,81,77
2020-08-05,Buenos Aires,6,Tres de Febrero,840,MARTIN CORONADO,10,Private,Private,8,2
2020-08-05,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Private,Private,23,1
2020-08-05,CABA,2,COMUNA 07,7,PARQUE CHACABUCO,10,Private,Private,38,15
2020-08-05,Mendoza,50,Capital City,7,3A. SECCION,10,Private,Private,24,4
2020-08-05,Buenos Aires,6,Florencio Varela,274,GOBERNADOR JULIO A. COSTA,10,Public,Provincial,17,11
2020-08-05,Tucumán,90,Simoca,91,SIMOCA,50,Public,Provincial,6,0
2020-08-05,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Private,Private,403,239
2020-08-05,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,124,39
2020-08-05,San Luis,74,General Pedernera,35,VILLA MERCEDES,70,Public,Provincial,1,0
2020-08-05,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,289,80
2020-08-05,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,31,0
2020-08-05,Buenos Aires,6,La Matanza,427,SAN JUSTO,10,Public,Municipal,3,2
2020-08-05,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,9,0
2020-08-05,La Pampa,42,Maracó,105,GENERAL PICO,30,Public,Provincial,18,0
2020-08-05,Mendoza,50,Capital City,7,3A. SECCION,10,Public,Provincial,118,15
2020-08-05,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,315,102
2020-08-05,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,96,30
2020-08-05,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,44,16
2020-08-05,Santa Cruz,78,Deseado,14,CALETA OLIVIA,10,Public,Provincial,10,0
2020-08-05,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Private,Private,21,8
2020-08-05,CABA,2,COMUNA 01,1,MONSERRAT,10,Private,Private,9,5
2020-08-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,956,297
2020-08-05,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,62,0
2020-08-05,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,122,86
2020-08-05,Buenos Aires,6,San Isidro,756,MARTINEZ,10,Private,Private,75,1
2020-08-05,Buenos Aires,6,Tandil,791,TANDIL,50,Public,Public University,22,0
2020-08-05,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Armed forces,40,15
2020-08-05,CABA,2,COMUNA 15,15,AGRONOMIA,10,Public,Public University,1,0
2020-08-05,Buenos Aires,6,Lanús,434,LANUS OESTE,10,Public,Municipal,3,2
2020-08-05,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Private,Private,13,7
2020-08-05,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,103,37
2020-08-05,Salta,66,Capital City,28,SALTA,50,Private,Private,419,46
2020-08-05,La Pampa,42,Capital City,21,SANTA ROSA,20,Public,Provincial,84,1
2020-08-05,Río Negro,62,General Roca,42,GENERAL ROCA,450,Public,Provincial,71,24
2020-08-05,Chubut,26,Rawson,77,TRELEW,40,Public,Provincial,10,0
2020-08-05,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,65,12
2020-08-05,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,12,0
2020-08-05,Buenos Aires,6,Tigre,805,GENERAL PACHECO,10,Private,Private,1,1
2020-08-05,Buenos Aires,6,Lomas de Zamora,490,LOMAS DE ZAMORA,10,Public,Municipal,1,0
2020-08-05,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,504,93
2020-08-05,CABA,2,COMUNA 07,7,FLORES,10,Public,Municipal,134,49
2020-08-05,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Private,21,9
2020-08-05,Buenos Aires,6,La Matanza,427,LOMAS DEL MIRADOR,10,Private,Private,6,2
2020-08-05,Buenos Aires,6,Escobar,252,MAQUINISTA F. SAVIO ESTE,10,Public,Provincial,30,10
2020-08-05,Buenos Aires,6,Merlo,539,SAN ANTONIO DE PADUA,10,Public,Municipal,44,10
2020-08-05,CABA,2,COMUNA 11,11,VILLA DEVOTO,10,Public,Municipal,22,9
2020-08-05,Buenos Aires,6,Morón,568,MORON,10,Private,Private,6,3
2020-08-05,Buenos Aires,6,Vicente López,861,FLORIDA,10,Public,Municipal,3,0
2020-08-05,Buenos Aires,6,Ezeiza,270,AEROPUERTO INTERNACIONAL EZEIZA,10,Public,Provincial,44,19
2020-08-05,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,267,96
2020-08-05,Buenos Aires,6,Avellaneda,35,WILDE,10,Private,Private,1,0
2020-08-05,Jujuy,38,Ledesma,35,LIBERTADOR GENERAL SAN MARTIN,80,Public,Provincial,3,3
2020-08-05,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,104,44
2020-08-05,Jujuy,38,Palpalá ,42,PALPALA,40,Private,Private,14,14
2020-08-05,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,43,20
2020-08-05,Buenos Aires,6,San Miguel,760,SAN MIGUEL,10,Public,Municipal,5,4
2020-08-05,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,2,1
2020-08-05,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,135,2
2020-08-05,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,627,381
2020-08-05,Buenos Aires,6,Cañuelas,134,CAÑUELAS,30,Public,National,21,12
2020-08-05,CABA,2,COMUNA 12,12,SAAVEDRA,10,Private,Private,1,0
2020-08-05,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,53,30
2020-08-05,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Private,Private,4,4
2020-08-05,CABA,2,COMUNA 14,14,PALERMO,10,Public,Armed forces,38,21
2020-08-05,Buenos Aires,6,Berazategui,91,BERAZATEGUI,10,Public,Provincial,15,6
2020-08-05,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,160,19
2020-08-05,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Social Security,1,0
2020-08-05,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,305,34
2020-08-05,Salta,66,Capital City,28,SALTA,50,Public,Provincial,131,29
2020-08-05,Buenos Aires,6,Almirante Brown,28,ADROGUE,10,Public,Municipal,17,10
2020-08-05,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,44,7
2020-08-05,Buenos Aires,6,Olavarría,595,OLAVARRIA,70,Public,Municipal,2,1
2020-08-05,Río Negro,62,General Roca,42,VILLA REGINA,560,Public,Provincial,1,1
2020-08-05,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,454,222
2020-08-05,Tucumán,90,Cruz Alta,14,BANDA DEL RIO SALI,20,Public,Provincial,11,0
2020-08-05,Buenos Aires,6,General Rodríguez,364,GENERAL RODRIGUEZ,30,Public,National,20,8
2020-08-05,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Public,National,183,63
2020-08-05,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,71,23
2020-08-05,Buenos Aires,6,San Fernando,749,VIRREYES,10,Public,Provincial,9,9
2020-08-05,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,7,0
2020-08-05,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,100,29
2020-08-05,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,55,24
2020-08-05,Chubut,26,Escalante,21,COMODORO RIVADAVIA,30,Private,Private,2,1
2020-08-05,CABA,2,COMUNA 03,3,BALVANERA,10,Public,Municipal,120,58
2020-08-05,Buenos Aires,6,La Matanza,427,GREGORIO DE LAFERRERE,10,Public,Municipal,23,18
2020-08-05,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Public,National,261,148
2020-08-05,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,Provincial,21,5
2020-08-05,CABA,2,COMUNA 10,10,MONTE CASTRO,10,Public,Municipal,1,1
2020-08-05,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,378,106
2020-08-05,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,362,29
2020-08-05,Buenos Aires,6,Florencio Varela,274,VILLA VATTEONE,10,Private,Private,1,0
2020-08-05,CABA,2,COMUNA 11,11,VILLA DEL PARQUE,10,Private,Private,53,11
2020-08-05,Mendoza,50,Capital City,7,1A. SECCION,10,Private,Private,69,3
2020-08-05,Buenos Aires,6,Quilmes,658,BERNAL,10,Public,National,182,136
2020-08-05,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,49,39
2020-08-05,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Public,Provincial,15,0
2020-08-05,CABA,2,COMUNA 04,4,BOCA,10,Public,Municipal,52,31
2020-08-05,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Public,Provincial,154,90
2020-08-06,Salta,66,Capital City,28,SALTA,50,Private,Private,497,46
2020-08-06,Buenos Aires,6,Tigre,805,TIGRE,10,Public,Municipal,3,2
2020-08-06,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Provincial,80,15
2020-08-06,Río Negro,62,General Roca,42,CINCO SALTOS,390,Public,Provincial,1,0
2020-08-06,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Social Security,1,0
2020-08-06,CABA,2,COMUNA 04,4,BOCA,10,Public,Municipal,97,34
2020-08-06,CABA,2,COMUNA 07,7,FLORES,10,Public,Municipal,206,80
2020-08-06,Buenos Aires,6,Almirante Brown,28,ADROGUE,10,Private,Private,18,10
2020-08-06,Buenos Aires,6,Olavarría,595,OLAVARRIA,70,Public,Municipal,11,0
2020-08-06,Buenos Aires,6,Lanús,434,LANUS ESTE,10,Public,Provincial,1,0
2020-08-06,Buenos Aires,6,San Isidro,756,ACASSUSO,10,Public,Municipal,80,58
2020-08-06,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,32,11
2020-08-06,Buenos Aires,6,Quilmes,658,VILLA LA FLORIDA,10,Public,Provincial,13,6
2020-08-06,CABA,2,COMUNA 03,3,BALVANERA,10,Public,Municipal,118,41
2020-08-06,Mendoza,50,Maipú,70,MAIPU,60,Private,Private,1,0
2020-08-06,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,152,30
2020-08-06,CABA,2,COMUNA 07,7,PARQUE CHACABUCO,10,Private,Private,29,15
2020-08-06,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,207,7
2020-08-06,Buenos Aires,6,Moreno,560,MORENO,10,Public,Municipal,1,0
2020-08-06,CABA,2,COMUNA 15,15,AGRONOMIA,10,Public,Public University,1,0
2020-08-06,Río Negro,62,General Roca,42,GENERAL ROCA,450,Public,Provincial,77,40
2020-08-06,Río Negro,62,General Roca,42,CIPOLLETTI,400,Public,Provincial,19,7
2020-08-06,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,45,14
2020-08-06,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,136,2
2020-08-06,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,191,99
2020-08-06,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,86,10
2020-08-06,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,76,24
2020-08-06,Buenos Aires,6,La Plata,441,LA PLATA,30,Private,Private,132,49
2020-08-06,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Private,Private,29,0
2020-08-06,Mendoza,50,Capital City,7,3A. SECCION,10,Private,Private,4,1
2020-08-06,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,143,78
2020-08-06,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,398,214
2020-08-06,Buenos Aires,6,Florencio Varela,274,VILLA VATTEONE,10,Public,Provincial,82,52
2020-08-06,CABA,2,COMUNA 06,6,CABALLITO,10,Private,Private,108,88
2020-08-06,CABA,2,COMUNA 12,12,COGHLAN,10,Public,Municipal,5,0
2020-08-06,Salta,66,Capital City,28,SALTA,50,Public,Provincial,209,50
2020-08-06,Buenos Aires,6,Merlo,539,LIBERTAD,10,Private,Private,7,4
2020-08-06,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,105,43
2020-08-06,Entre Ríos,30,Diamante,21,VILLA LIBERTADOR SAN MARTIN,150,Private,Private,15,3
2020-08-06,Buenos Aires,6,Tandil,791,TANDIL,50,Public,Public University,22,1
2020-08-06,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,197,69
2020-08-06,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Social Security,40,27
2020-08-06,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,600,146
2020-08-06,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,164,135
2020-08-06,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Provincial,14,10
2020-08-06,Jujuy,38,Palpalá ,42,PALPALA,40,Private,Private,2,2
2020-08-06,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,373,205
2020-08-06,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,National,92,92
2020-08-06,Chaco,22,Maipú,91,TRES ISLETAS,10,Public,Provincial,1,1
2020-08-06,Buenos Aires,6,La Matanza,427,CIUDAD EVITA,10,Public,Provincial,1,1
2020-08-06,Buenos Aires,6,Moreno,560,PASO DEL REY,10,Public,Provincial,13,7
2020-08-06,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Private,35,15
2020-08-06,CABA,2,COMUNA 14,14,PALERMO,10,Public,Armed forces,29,22
2020-08-06,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Private,Private,22,5
2020-08-06,Buenos Aires,6,Lomas de Zamora,490,TEMPERLEY,10,Public,Provincial,46,32
2020-08-06,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,339,50
2020-08-06,Río Negro,62,General Roca,42,CIPOLLETTI,400,Private,Private,16,4
2020-08-06,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,268,120
2020-08-06,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Public,Provincial,162,141
2020-08-06,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,819,307
2020-08-06,Buenos Aires,6,Lomas de Zamora,490,BANFIELD,10,Private,Private,4,0
2020-08-06,Buenos Aires,6,La Matanza,427,GREGORIO DE LAFERRERE,10,Public,Municipal,25,14
2020-08-06,Mendoza,50,Capital City,7,3A. SECCION,10,Public,Provincial,154,35
2020-08-06,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,56,23
2020-08-06,Buenos Aires,6,General Rodríguez,364,GENERAL RODRIGUEZ,30,Public,National,55,25
2020-08-06,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,90,0
2020-08-06,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,42,1
2020-08-06,Córdoba,14,Río Cuarto,98,RIO CUARTO,230,Private,Private,5,0
2020-08-06,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,384,84
2020-08-06,CABA,2,COMUNA 11,11,VILLA DEVOTO,10,Public,Municipal,38,7
2020-08-06,Chubut,26,Biedma,7,PUERTO MADRYN,20,Private,Private,22,1
2020-08-06,Río Negro,62,General Roca,42,INGENIERO LUIS A. HUERGO,460,Public,Provincial,2,2
2020-08-06,Buenos Aires,6,Ezeiza,270,AEROPUERTO INTERNACIONAL EZEIZA,10,Public,Provincial,37,18
2020-08-06,Buenos Aires,6,San Miguel,760,BELLA VISTA,10,Public,Municipal,99,53
2020-08-06,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,1299,569
2020-08-06,Buenos Aires,6,La Matanza,427,ISIDRO CASANOVA,10,Public,Provincial,95,55
2020-08-06,Buenos Aires,6,Lomas de Zamora,490,LOMAS DE ZAMORA,10,Private,Private,61,34
2020-08-06,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,49,16
